track_id,track_name,album_name,release_date,popularity,artist_ids
5ZSZBj6M5dHuXxnmbtq0P9,Save Me,Young New Wave,2024-04-19,36,"['1cNDP5yjU5vjeR8qMf4grg', '2KCRLxlHd2OgZG6YAOAcSu', '4bC0rBgHBQ02vfeyLIKBdG', '2dJ7qCfsYlwiI1vDpImybL']"
2L9d5HVpxC7ZWN25eM9pWj,Just Want You,Baby Goat,2019-11-15,42,['2KCRLxlHd2OgZG6YAOAcSu']
6NuGhdLQfrYvG5wBnaBnb1,The Mob,The Mob,2022-03-04,40,"['2KCRLxlHd2OgZG6YAOAcSu', '1cNDP5yjU5vjeR8qMf4grg', '6Xgp2XMz1fhVYe7i6yNAax', '5jx69PEwHeFm5MDZ695RIV']"
4uUX34Qz23VHhOV3CVvF95,Hot Sauce (feat. Lil Tjay),Baby Goat,2019-11-15,40,"['2KCRLxlHd2OgZG6YAOAcSu', '6jGMq4yGs7aQzuGsMgVgZR']"
2I3seK4Q5bLPtaTb9uGcxz,Left Me (with YNW BSlime),Left Me (with YNW BSlime),2022-01-21,38,"['5edcHuf8pWH3I00WTorajM', '2KCRLxlHd2OgZG6YAOAcSu']"
7FYqWNphlkXDCqx5tZBnDk,Citi Trends (feat. NLE Choppa),Citi Trends (feat. NLE Choppa),2021-10-13,34,"['2KCRLxlHd2OgZG6YAOAcSu', '0ErzCpIMyLcjPiwT4elrtZ']"
7gknbwRAMT14zr6T8bhsb4,Slime Emotions,Baby Goat,2019-11-15,33,['2KCRLxlHd2OgZG6YAOAcSu']
2aej4ZzH6pCsKF36V8EWmP,Unannounced,Young New Wave,2024-04-19,30,"['1cNDP5yjU5vjeR8qMf4grg', '4bNsv6cC3fLoTi0Esh8aEg', '2dJ7qCfsYlwiI1vDpImybL', '5vhUGtJ92TFdOlyZMDCXyT']"
6Q0qCYnYCBKGQ4lZrU0J8X,21,21,2020-05-04,9,['4bNsv6cC3fLoTi0Esh8aEg']
4x9NsNPuh9gBMY0QovcOWv,2 Da Bank,2 Da Bank,2020-09-25,7,['4bNsv6cC3fLoTi0Esh8aEg']
04EFJP4AbXgOdSIYFlqAvy,Florida,Florida,2022-07-15,4,"['4bNsv6cC3fLoTi0Esh8aEg', '3JQl2wVeySc4M2NYWREFu9']"
3tmKrlJ1CKs1GAeoKzTxOG,Move Around,Move Around,2024-09-26,3,['4bNsv6cC3fLoTi0Esh8aEg']
53p9iVZnZX0FUuYoedRd9S,Famous,Famous,2023-02-23,2,['4bNsv6cC3fLoTi0Esh8aEg']
4L5NtJpsFiOqT7aCFC7mVj,Answers,Answers,2021-02-19,1,['4bNsv6cC3fLoTi0Esh8aEg']
77fi3TQZSrLo1s5EbsOYvi,Lifestyle,Lifestyle,2021-09-03,0,['4bNsv6cC3fLoTi0Esh8aEg']
3HblfpiBVnDEyjk7CqT3eN,Fuck It Up,Fuck It Up,2021-07-16,0,['4bNsv6cC3fLoTi0Esh8aEg']
42Sx7LO8LM3Mecp4bK6Gib,Scarz,Scarz,2021-05-19,0,['4bNsv6cC3fLoTi0Esh8aEg']
285pBltuF7vW8TeWk8hdRR,Lucid Dreams,Goodbye & Good Riddance,2018-12-10,86,['4MCBfE4596Uoi2O4DtmEMz']
4VXIryQMWpIdGgYR4TrjT1,All Girls Are The Same,Goodbye & Good Riddance,2018-12-10,86,['4MCBfE4596Uoi2O4DtmEMz']
2QxekHjOYDnzNO5w8hu2D9,Empty Out Your Pockets,The Party Never Ends 2.0,2024-11-30,80,['4MCBfE4596Uoi2O4DtmEMz']
6iaSML1PIYq936g62BDtBq,Robbery,Death Race For Love (Bonus Track Version),2019-03-08,80,['4MCBfE4596Uoi2O4DtmEMz']
3oDkdAySo1VQQG0ptV7uwa,Lean Wit Me,Goodbye & Good Riddance,2018-12-10,80,['4MCBfE4596Uoi2O4DtmEMz']
2iVpUQJaQjOWGja05zyIj9,AGATS2 (Insecure) [with Nicki Minaj],The Party Never Ends 2.0,2024-11-30,67,"['4MCBfE4596Uoi2O4DtmEMz', '0hCNtLu0JehylgoiP8L4Gh']"
2U5WueTLIK5WJLD7mvDODv,Wishing Well,Legends Never Die,2020-07-10,79,['4MCBfE4596Uoi2O4DtmEMz']
3wwo0bJvDSorOpNfzEkfXx,Let Me Know (I Wonder Why Freestyle),Let Me Know (I Wonder Why Freestyle),2019-12-07,79,['4MCBfE4596Uoi2O4DtmEMz']
5wujBwqG7INdStqGd4tRMX,Armed And Dangerous,Goodbye & Good Riddance,2018-12-10,79,['4MCBfE4596Uoi2O4DtmEMz']
4oFhT5d5TDTJnkc22hiczk,Misfit,The Party Never Ends 2.0,2024-11-30,70,['4MCBfE4596Uoi2O4DtmEMz']
3J8EOeKLTLXORtWPpOU5bE,Calling My Phone,Destined 2 Win,2021-04-02,74,"['6jGMq4yGs7aQzuGsMgVgZR', '4IVAbR2w4JJNJDDRFP3E83']"
5JtvedSVWW9McnoEAPJwQm,Sex Sounds,True 2 Myself,2019-10-11,74,['6jGMq4yGs7aQzuGsMgVgZR']
6uFn47ACjqYkc0jADwEdj1,Pop Out (feat. Lil Tjay),Die A Legend,2019-06-07,74,"['6AgTAQt8XS6jRWi4sX7w49', '6jGMq4yGs7aQzuGsMgVgZR']"
0RLLvYBopDwooCyvnTwgYu,F.N,True 2 Myself,2019-10-11,73,['6jGMq4yGs7aQzuGsMgVgZR']
1dg3qy5DjoJodawfOCgrTP,Run It Up (feat. Offset & Moneybagg Yo),Destined 2 Win,2021-04-02,71,"['6jGMq4yGs7aQzuGsMgVgZR', '4DdkRBBYG6Yk9Ka8tdJ9BW', '3tJoFztHeIJkJWMrx0td2f']"
0W64NfLrIsRTAFObko6uJx,Leaked,True 2 Myself,2019-10-11,66,['6jGMq4yGs7aQzuGsMgVgZR']
4eNOLmx8r2IJAVKvBBL1jv,Headshot (feat. Polo G & Fivio Foreign),Destined 2 Win,2021-04-02,67,"['6jGMq4yGs7aQzuGsMgVgZR', '6AgTAQt8XS6jRWi4sX7w49', '14CHVeJGrR5xgUGQFV5BVM']"
5ybZcAwqUF7i9gwABLeXzs,2 Grown (feat. The Kid LAROI),222,2023-07-14,66,"['6jGMq4yGs7aQzuGsMgVgZR', '2tIP7SsRs7vjIcLrU85W8J']"
1HvTxgCj0mTzQlEo0zLvFb,In My Head,In My Head,2022-04-01,66,['6jGMq4yGs7aQzuGsMgVgZR']
3GBTIA3dcTLnPm5D83hKtZ,Let it Go Baby,Farewell,2024-12-06,49,['6jGMq4yGs7aQzuGsMgVgZR']
2jdZN4eGmNN4t69RZYH0vU,Pressin (feat. King Von),Skuba Sada 2 (Deluxe),2020-03-20,56,"['2JSwnwAT1BupAQkhqcRCUw', '6QtgPSJPSzcnn7dPZ4VINp']"
6hLZzCS4E7AWo3PRBWy6az,Whole Lotta Choppas,Whole Lotta Choppas,2020-08-14,48,['2JSwnwAT1BupAQkhqcRCUw']
4xYKCxgogB1y10Y075sCx3,Whole Lotta Choppas (Remix) [feat. Nicki Minaj],Skuba Sada 2.5,2022-06-10,37,"['2JSwnwAT1BupAQkhqcRCUw', '0hCNtLu0JehylgoiP8L4Gh']"
5TGqr9xYWSi56f8sRFdRu9,Aktivated,Skuba Sada 2 (Deluxe),2020-03-20,46,['2JSwnwAT1BupAQkhqcRCUw']
2y6T22z0VqKK1R8UwI0MvJ,Bloxk Party (feat. Drego),Bartier Bounty,2019-01-25,46,"['2JSwnwAT1BupAQkhqcRCUw', '79y9wOe73QinG3vsi3vLqK']"
1zHq8QonUYkRUYESt17p9f,Captain Crunch (feat. Babyface Ray),Trip At Knight,2021-08-21,45,"['6Xgp2XMz1fhVYe7i6yNAax', '2JSwnwAT1BupAQkhqcRCUw', '1ZbmerOthZbxz5eR3c9Mn1', '3zZ88AwlTwfCJkowsFCvLA']"
3dUcfdwizQ8RkyhIvBMy1F,Hoochie Wally,4th Quarter Shit Talking,2024-11-22,42,"['3C1bStPNVIPmGIrORT5OlF', '2JSwnwAT1BupAQkhqcRCUw', '3mddYxuYrZQhmL2oyRig4f']"
0h5X0RaeUexiZnCLkLtYBt,Ghetto Champagne,D.O.N - Dat One Nigga,2017-11-17,41,['2JSwnwAT1BupAQkhqcRCUw']
3Se8bb2ZVUYNVc6Y1GFhcS,Pimp Named Drip Dat,Bartier Bounty,2019-01-25,37,['2JSwnwAT1BupAQkhqcRCUw']
2trFAtACdzno0BZSVrQRaO,One Me (feat. Sada Baby),Preacher To The Streets,2019-04-26,37,"['1QdCkPulANBEZiaiAyLkak', '2JSwnwAT1BupAQkhqcRCUw']"
1GXI9iCeN0bHX61ZoN93z1,Velocidad,Respira,2022-04-22,28,"['6fMZytDgX1Q9OV6ndSugym', '5H1nN1SzW0qNeUEZvuXjAj', '5HviKGcHfUcbesgUw0PLzX']"
245MMdZI1TXHTurwIA0mwa,Fiti (lili part3),Noche de Disfraces,2021-10-19,0,"['38epWdyauFwdRkldqUMfWE', '0bsQ8jCTdRt3F8R5nNU3hw', '5HviKGcHfUcbesgUw0PLzX']"
1IVUBHo1L9YNK2VH8Lmndb,Calentón,Calentón,2022-05-20,26,"['65jIUih0ZeTUJhSTRuYxpi', '5HviKGcHfUcbesgUw0PLzX']"
0SRLuNuokXllJdy0bLC5BI,Explosion (feat. Yak Gotti & FN DaDealer),Slime Language 2 (Deluxe),2021-04-16,44,"['1xr2G8Hlx4QWmT9HaUbmoO', '2hlmm7s2ICUX0LVIhVFlZQ', '0dvFTsuG02c4cRbcSQ8zE6', '1bqJuNMz1iBqWo9B0BdIiM']"
7BjDcHQ6aKuVDjfiNFzk3I,"Really Be Slime (feat. YNW Melly, Bslime & FN DaDealer)",Slime Language 2,2021-04-16,36,"['1xr2G8Hlx4QWmT9HaUbmoO', '1bqJuNMz1iBqWo9B0BdIiM', '2EnD37GNRe2REqHBKqMnZQ', '1cNDP5yjU5vjeR8qMf4grg']"
2Tttiw2wNXlsKgOkxMHUWI,Demon Time,From Nun,2022-12-14,20,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO']"
6hWgIeNCvi0E5Y4pObvwUr,OK,From Nun,2022-12-14,15,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO', '0gg11prPP6OqtUvBcKnPpq']"
5uFXkfRMu6NL2aBdYLruTX,Hit Different (feat. FN DaDealer),My Struggle,2021-06-17,22,"['2f6hqWBFjqS1EUHMS1JOFB', '1xr2G8Hlx4QWmT9HaUbmoO', '1bqJuNMz1iBqWo9B0BdIiM']"
2miKbwMMfzYwGVizkbzJ84,Losses (feat. NoCap),From Nun,2022-12-14,21,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO', '4PNHuWkk4ee6R8WEhFVPf5']"
0bAhPluFNyLswQPD1GiAX1,Flexin,BIG DEAL,2021-07-14,20,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO']"
0JX7tPgM1IhuMrILPkrsdA,I'm One of Those,From Nun,2022-12-14,19,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO', '50co4Is1HCEo8bhOyUWKpn']"
4s8n2zW3xiOgxpHPk7tjTV,Pissed Off,BIG DEAL,2021-07-14,15,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO']"
3oQidTdGLU7PIX8ciKLYhN,From Nun,From Nun,2022-12-14,16,"['1bqJuNMz1iBqWo9B0BdIiM', '1xr2G8Hlx4QWmT9HaUbmoO']"
2pL3K2v8PvUGdvKL2HxzGq,FLY ENOUGH TO BE VIRGIL,REBIRTH,2024-10-23,47,['3YYbAExunnHv5pW7GUZefk']
3z1qBYHxWyJiwbTupk194R,VENUS,REBIRTH,2024-10-23,46,['3YYbAExunnHv5pW7GUZefk']
3EfHLS7whWu7XPpULRm2im,BEST FRIEND ONLY,REBIRTH,2024-10-23,45,['3YYbAExunnHv5pW7GUZefk']
1XEmwSgAM12jiBcPzBpi5J,HOLY MATRIMONY,REBIRTH,2024-10-23,49,['3YYbAExunnHv5pW7GUZefk']
49sUU2vp5OQgU1ltNKe2MZ,SO WHAT,LOST IN HERE,2022-08-05,48,"['46fHMu9KxdQwcGV9xI1L9R', '3YYbAExunnHv5pW7GUZefk']"
6ErHzvwYx9pJCueBwSMczn,GOD LEVEL,REBIRTH,2024-10-23,43,['3YYbAExunnHv5pW7GUZefk']
4Mvw2BThDAPnjRWvW0Dzu8,WORST DAY :(,Come As You Are (Deluxe),2020-11-20,48,['3YYbAExunnHv5pW7GUZefk']
1v2Rl3BdxqOhyIuepfyEfj,SPOTLIGHTS,REBIRTH,2024-10-22,31,['3YYbAExunnHv5pW7GUZefk']
3lrG7ZEcOwyamW19nMthqF,KNIFE IN MY BACK,REBIRTH,2024-10-22,34,['3YYbAExunnHv5pW7GUZefk']
08dhHm7TCUsbiPLQgUro5n,CAN YOU BREATHE?,REBIRTH,2024-10-23,45,"['3YYbAExunnHv5pW7GUZefk', '0WDAQAjHsUAQviHGWRLrGH']"
6ZO66iBeyJBbpCh1cjnRHx,Lovey Dovey,Young New Wave,2024-04-19,37,"['1cNDP5yjU5vjeR8qMf4grg', '5jx69PEwHeFm5MDZ695RIV', '2dJ7qCfsYlwiI1vDpImybL', '6BH1xcDkwbbyrLMUKECsW1']"
1S1dMi5shxeH1LWnH16tQi,Dedication,Young New Wave,2024-04-19,36,"['1cNDP5yjU5vjeR8qMf4grg', '5jx69PEwHeFm5MDZ695RIV', '2dJ7qCfsYlwiI1vDpImybL', '220xv2aB3dsGxaJI1gGs7l']"
6Lb1CAFTt1ygZKfnyn92rk,Lil Slimey Dude,Sport Mode,2023-12-08,25,['5jx69PEwHeFm5MDZ695RIV']
3rK9BqnChh5oTRwT7QFKY9,Been Thru,Sport Mode,2023-12-08,22,['5jx69PEwHeFm5MDZ695RIV']
6bZLa7kXMSSP85wb7J1BMF,My Type,Sport Mode,2023-12-08,24,"['5jx69PEwHeFm5MDZ695RIV', '2jku7tDXc6XoB6MO2hFuqg']"
2HQusVp1sUyIioh253yOdO,ICEEE,Sport Mode,2023-12-08,21,['5jx69PEwHeFm5MDZ695RIV']
6DvdDcgsm7ma15VAZWGqJB,Young N*gga Sh*t,Sport Mode,2023-12-08,20,['5jx69PEwHeFm5MDZ695RIV']
5CHDdrSKUrAZyEjDV4IN3g,Through It All,Sport Mode,2023-12-08,20,"['5jx69PEwHeFm5MDZ695RIV', '220xv2aB3dsGxaJI1gGs7l']"
34zgCSFqgPEgdaUV17miXp,Talkin Bout,Talkin Bout,2022-07-08,18,"['5jx69PEwHeFm5MDZ695RIV', '4mHSoO9E4E15Kpxb0brKBS']"
70eoS7lBZGjOvlzOuNl3zf,Stay Dangerous,Sport Mode,2023-12-08,16,['5jx69PEwHeFm5MDZ695RIV']
1IcB5HUyNAPEK9yFn5GJbE,Peepin Out The Window (feat. Future),Love Me or Don't,2022-12-07,15,"['2EnD37GNRe2REqHBKqMnZQ', '1xr2G8Hlx4QWmT9HaUbmoO', '50co4Is1HCEo8bhOyUWKpn', '1RyvyyTE3xzB2ZywiAwp0i']"
1FukL3J30psHixQeIdN0ed,Whippin It,Love Me or Don't,2022-12-07,36,"['2EnD37GNRe2REqHBKqMnZQ', '1xr2G8Hlx4QWmT9HaUbmoO', '50co4Is1HCEo8bhOyUWKpn']"
5vSzcfp1wK57p5aEZcVmPO,Real Talk,Underrated,2019-01-01,28,"['2EnD37GNRe2REqHBKqMnZQ', '50co4Is1HCEo8bhOyUWKpn']"
19y0T1VED85xOInIiuPn6E,Monster,Monster,2023-05-20,18,['2EnD37GNRe2REqHBKqMnZQ']
3COeS2LBEa3701KzVB5yZT,Traffic,Traffic,2024-11-28,17,['2EnD37GNRe2REqHBKqMnZQ']
1XkdgeYabj0E2G8hI1q5Ps,Baguette (feat. Persona Jackson),Love Me or Don't,2022-12-07,11,"['2EnD37GNRe2REqHBKqMnZQ', '1xr2G8Hlx4QWmT9HaUbmoO', '2QBowApyH1AOAANbHcn9R5']"
2E8ErR1k7wq33rPxdPwScf,Poolside,Poolside,2023-02-10,13,['2EnD37GNRe2REqHBKqMnZQ']
2L1apDV6SfMo31jW63dzw9,Get The Money,Get The Money,2024-09-30,12,['2EnD37GNRe2REqHBKqMnZQ']
0FfEFciEwLzB9n5yi7Biqo,Fuck It Up,Love Me or Don't,2022-12-06,12,"['2EnD37GNRe2REqHBKqMnZQ', '1xr2G8Hlx4QWmT9HaUbmoO']"
2H3oOmLGGJw5DwQBoiR4jw,I'm So Slime (feat. Okky),Love Me or Don't,2022-12-07,12,"['2EnD37GNRe2REqHBKqMnZQ', '1xr2G8Hlx4QWmT9HaUbmoO', '6cZlZAMrVSGeSZK4LqUybx']"
29ZXwWOOLz9t5fa3eT3i7T,223's (feat. 9lokknine),Melly vs. Melvin,2019-11-22,72,"['1cNDP5yjU5vjeR8qMf4grg', '0ceH34CATvfgphxnLRWFkm']"
08T4lSobn8UP6PQc9qtTzT,Crayola,Bloodshells Revenge,2019-03-29,65,['0ceH34CATvfgphxnLRWFkm']
29YTci56Zbcbt5U5atqQGq,Seconds Later (Freestyle),Seconds Later (Freestyle),2019-06-27,57,['0ceH34CATvfgphxnLRWFkm']
3mJS1xXvNCdi3xjF0QU7nP,I Don't Need No Help,Bloodshells Revenge,2019-03-29,57,['0ceH34CATvfgphxnLRWFkm']
4uWm5KlbyNYbLIe2GDPKsh,Why You Lying,Why You Lying,2020-05-29,53,['0ceH34CATvfgphxnLRWFkm']
5bY0OC3N5iyhvpp6Y3wyIt,10 Percent,Bloodshells Revenge,2019-03-29,52,['0ceH34CATvfgphxnLRWFkm']
0VrERjbO5YektU0JMLMZyR,No Relay,No Relay,2020-09-25,48,"['0ceH34CATvfgphxnLRWFkm', '7BA072InWOjB1X7MZGOloy']"
3ZZfqENHi1Tap88XO8wXSW,RockNRoll,Bloodshells Revenge,2019-03-29,48,"['0ceH34CATvfgphxnLRWFkm', '7BNTVDoYzKWXuXnveVBKCs', '0wHeZY93Ede0g1jXaWsiFS']"
1EMFhs3WwrKaz5LcTRzJQQ,Az-Za,Bloodshells Revenge,2019-03-29,43,['0ceH34CATvfgphxnLRWFkm']
00BVCwOFPMVboVah2vxgQj,Kill Kill,Bloodshells Revenge,2019-03-29,43,['0ceH34CATvfgphxnLRWFkm']
4lFfMRH0YH4pW5gczTDbNC,Medicine,Medicine,2018-06-08,64,['3nViOFa3kZW8OMSNOzwr98']
4A58lXGBRCg2cumRXTRxHO,Butterflies,Queen Naija,2018-07-27,57,['3nViOFa3kZW8OMSNOzwr98']
3qmm9AdG0TnShv0drgXNIQ,Karma,Karma,2018-06-29,55,['3nViOFa3kZW8OMSNOzwr98']
4szVI06jpipuhMLi1oCXdE,Butterflies Pt. 2,missunderstood,2020-10-30,52,['3nViOFa3kZW8OMSNOzwr98']
3j8hlB1QSlKvWgDAym77x4,Good Girls Finish Last,Good Girls Finish Last,2024-09-06,51,['3nViOFa3kZW8OMSNOzwr98']
5m4TMhR7wQQGxelJa7lToQ,What’s My Name (with Queen Naija & Coi Leray),B.I.B.L.E.,2022-04-08,51,"['14CHVeJGrR5xgUGQFV5BVM', '3nViOFa3kZW8OMSNOzwr98', '6AMd49uBDJfhf30Ak2QR5s']"
3pEINn37iH5fx8TpXYNGIO,Hate Our Love (with Big Sean),Hate Our Love (with Big Sean),2022-02-04,50,"['3nViOFa3kZW8OMSNOzwr98', '0c173mlxpT3dSFRgMO8XPh']"
6ay3ULIHSRmBk5wAvfLYn5,Missing You,Missing You,2024-10-18,47,"['3nViOFa3kZW8OMSNOzwr98', '6y7frW1RUq3XBBXbYowVpk']"
2w7ysKPAX3witT5NEB705q,Pack Lite,missunderstood,2020-10-30,45,['3nViOFa3kZW8OMSNOzwr98']
5u9QCfx2tcv8QJbKb2WFuq,Mama's Hand,Queen Naija,2018-07-27,45,['3nViOFa3kZW8OMSNOzwr98']
4JIK5NiLicPHap2HcLUTNm,COLD FLOOR,Cold Floor,2024-03-18,46,"['4gB2Nnsapxi4chX9f5zgku', '65rDIPdQD7ijLSOq32cMXo', '27AvgQDoytGQeC6hXmoocj']"
1et8aalFeSMqoINuY67k2G,STUCK ON IT,Stuck on it,2024-08-30,44,"['4isewEHTP7Az2QheDdBQ6J', '4gB2Nnsapxi4chX9f5zgku', '65rDIPdQD7ijLSOq32cMXo', '27AvgQDoytGQeC6hXmoocj']"
0XcL3IIwhDKs6xRagKqP4A,I Looked up 2 Me,I Looked up 2 Me,2023-01-26,38,"['17Vk8HU4Bmd7mvHGUP1W7s', '4gB2Nnsapxi4chX9f5zgku', '27AvgQDoytGQeC6hXmoocj']"
59NKOOSbFVeHbZbsCKF1uG,Take over Yo Trap,"Trap Sauce, Vol. 1",2016-09-09,11,"['4gB2Nnsapxi4chX9f5zgku', '17lzZA2AlOHwCwFALHttmp', '6zuH0j4v1fV27doOCMLCB4']"
0nOggHEWegUdt1cpVG2Z1Z,Scarred,Scarred,2023-02-10,37,"['65rDIPdQD7ijLSOq32cMXo', '4gB2Nnsapxi4chX9f5zgku', '27AvgQDoytGQeC6hXmoocj']"
0WQw5kMbdAi759z7Dgqu1V,Virgil Discount,No Face No Case,2020-02-07,29,"['7uwQPQsBYgrSd63xgeMyuM', '17lzZA2AlOHwCwFALHttmp', '4gB2Nnsapxi4chX9f5zgku']"
7AKDcBn5jAIzEjWUjg6qHQ,I Looked up 2 Me - Instrumental,I Looked up 2 Me,2023-01-26,31,"['17Vk8HU4Bmd7mvHGUP1W7s', '4gB2Nnsapxi4chX9f5zgku', '27AvgQDoytGQeC6hXmoocj']"
645A6T47n3KjqdRoXXUpMn,Lil Boy Shit,Nobody Likes Me,2020-05-22,17,['4gB2Nnsapxi4chX9f5zgku']
2cyM49fv0GDLEzAHNXHHfW,Rich Problems (feat. Ryns Quan & Money Crew Ju),Blacc Jon Gotti,2015-06-02,25,"['4gB2Nnsapxi4chX9f5zgku', '6C0EMsAuQFy4YirC9W6P1B', '2EyBU17i63MUPFcuPmTT5j']"
2w5MibMRaWR2C8yO2UAslN,Neva Know (feat. Lil Baby),Nobody Likes Me,2020-05-22,25,"['4gB2Nnsapxi4chX9f5zgku', '5f7VJjfbwm532GiveGC0ZK']"
0iV249pmrKatl4dJdRxOwz,Don't Forget 'Em (Remix) [feat. Kanye West],Don't Forget 'Em (Remix) [feat. Kanye West],2016-06-19,54,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x']"
1VqE8X0WsPqKl4ewpokU2i,No Apologies,Nice Doing Business with You,2024-09-27,37,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x']"
1E3aKOxdp5Qu5WtrdWaGbF,Up Against The Wall (feat. Roc Marci & Kendrick Lamar),Movies on Demand 2,2011-07-29,47,"['5KkgZ31b9eDwkvo9oMIrSm', '2YZyLoL8N0Wb9xBt1NhZWg', '2XInFFvpdu5Xxpwc6kE8hJ']"
52uU5uNt9lOstGCc6C7QEJ,"The Good, The Bad, The Ugly (feat. Kanye West) - Explicit Album Version",Don't Quit Your Day Job,2007-03-06,46,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x']"
00mxEEjVA0sPvlSowFYDM7,03' Til Infinity,Take'Em To The Cleaners,2004-06-22,41,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x']"
5I129lawdkUtNssx90HIBU,Overdose,Nice Doing Business with You,2024-09-27,20,"['5KkgZ31b9eDwkvo9oMIrSm', '1cNDP5yjU5vjeR8qMf4grg']"
1IabXXLIdEAje29hwSpkTH,So Soulful,Take'Em To The Cleaners,2004-06-22,37,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x', '4F5QdsPFUprzWBgzey7M0i']"
7DINvwriYJdJzQ9sMQ9UgP,"Grammy Family (feat. DJ Khaled, Kanye West & John Legend) - Explicit Album Version",Don't Quit Your Day Job,2007-03-06,35,"['5KkgZ31b9eDwkvo9oMIrSm', '0QHgL1lAIqAw0HtD7YldmP', '5K4W6rqBFWDnAN6FQUkS6x', '5y2Xq6xcjJb2jVM54GHK3t']"
6cft8Dv0XXzwYrX0PXlUQ1,Getting Out The Game,Take'Em To The Cleaners,2004-06-22,36,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x', '5y2Xq6xcjJb2jVM54GHK3t']"
0iaIAI68m3KiSqXdWdf7Ah,I See Now,Take'Em To The Cleaners,2004-06-22,36,"['5KkgZ31b9eDwkvo9oMIrSm', '5K4W6rqBFWDnAN6FQUkS6x', '0s9MrSopEoAn8JqwBipgdO']"
1f5cbQtDrykjarZVrShaDI,Drowning (feat. Kodak Black),The Bigger Artist,2017-09-29,74,"['31W5EY0aAly4Qieq6OFu6I', '46SHBwWsqBkxI7EeeBEQG7']"
3Ol2xnObFdKV9pmRD2t9x8,Look Back at It,Hoodie SZN,2018-12-21,73,['31W5EY0aAly4Qieq6OFu6I']
2FTeQQ5Rg9tBpgpTF5mnhE,Still Think About You,Artist,2016-09-16,73,['31W5EY0aAly4Qieq6OFu6I']
5uQOauh47VFt3B2kV9kRXw,My Shit,Artist,2016-09-16,73,['31W5EY0aAly4Qieq6OFu6I']
2xB46Bj9HZ4cr058yN4Pla,Secrets,Artist 2.0 (Deluxe),2020-06-19,70,['31W5EY0aAly4Qieq6OFu6I']
5uZm7EFtP5aoTJvx5gv9Xf,Jungle,Artist,2016-09-16,70,['31W5EY0aAly4Qieq6OFu6I']
1wJRveJZLSb1rjhnUHQiv6,Swervin (feat. 6ix9ine),Hoodie SZN,2018-12-21,67,"['31W5EY0aAly4Qieq6OFu6I', '7gZfnEnfiaHzxARJ2LeXrf']"
3L19besdNQzd342qL78xqm,Demons and Angels (feat. Juice WRLD),Hoodie SZN,2018-12-21,66,"['31W5EY0aAly4Qieq6OFu6I', '4MCBfE4596Uoi2O4DtmEMz']"
6cZH4rX1KTt1aJ3Ql6Ynja,Me and My Guitar,Artist 2.0,2020-02-14,65,['31W5EY0aAly4Qieq6OFu6I']
6MO2bfLHKykUgCChFdw91H,"Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)","Slide (Remix) (feat. Pop Smoke, A Boogie Wit da Hoodie & Chris Brown) (feat. Pop Smoke)",2020-01-17,63,"['3Y7RZ31TRPVadSFVy1o8os', '31W5EY0aAly4Qieq6OFu6I', '7bXgB6jMjp9ATFy66eO08Z', '0eDvMgVFoNV3TpwtrVCoTj']"
5Bvhk3wx42kkDEggSQIwqL,Favorite Song,NAUJOUR,2023-06-02,66,['6BH1xcDkwbbyrLMUKECsW1']
4iuYxZ3kGHQuPkLSvyrqgs,Champs Élysées (feat. Gunna),JADED,2024-10-04,58,"['6BH1xcDkwbbyrLMUKECsW1', '2hlmm7s2ICUX0LVIhVFlZQ']"
2ULQtFHTzUK0DqcqWUlXxw,Love Hurts (feat. Toosii),Destined 2 Win,2021-04-02,61,"['6jGMq4yGs7aQzuGsMgVgZR', '6BH1xcDkwbbyrLMUKECsW1']"
4EzkcqltSOxYE2lstuLOFs,Pull Up (feat. 21 Savage),NAUJOUR,2023-06-02,61,"['6BH1xcDkwbbyrLMUKECsW1', '1URnnhqYAYcrqrcwql10ft']"
5TbYIeYkGgGtYL7sms7m9N,I Do (feat. Muni Long),JADED,2024-10-04,59,"['6BH1xcDkwbbyrLMUKECsW1', '7tjVFCxJdwT4NdrTmjyjQ6']"
